Year,Semester,Section,A,B,C,D,F,AtoF,GPA,I,S,U,Q,X,Total,Instructor
2017,Fall,ECEN-424-500,14,21,15,0,0,50,2.98,0,0,0,0,0,50,SHAKKOTTAI S
2017,Fall,ECEN-425-500,20,6,5,2,1,34,3.235,0,0,0,1,0,35,HUFF G
2017,Fall,ECEN-438-501,2,6,1,0,0,9,3.111,1,0,0,0,0,10,GOMEZ YEPES A
2017,Fall,ECEN-438-502,5,3,1,0,0,9,3.444,0,0,0,0,0,9,GOMEZ YEPES A
2017,Fall,ECEN-438-503,7,1,0,0,0,8,3.875,0,0,0,0,0,8,GOMEZ YEPES A
2017,Fall,ECEN-438-504,2,6,0,0,0,8,3.25,0,0,0,2,0,10,GOMEZ YEPES A
2017,Fall,ECEN-438-505,6,3,0,0,0,9,3.666,0,0,0,0,0,9,GOMEZ YEPES A
2017,Fall,ECEN-438-508,4,5,1,0,0,10,3.3,0,0,0,0,0,10,METRY M
2017,Fall,ECEN-438-509,8,0,1,0,0,9,3.777,0,0,0,0,0,9,METRY M
2017,Fall,ECEN-438-510,6,5,0,0,0,11,3.545,0,0,0,0,0,11,METRY M
2017,Fall,ECEN-438-511,7,2,0,0,1,10,3.4,0,0,0,0,0,10,METRY M
2017,Fall,ECEN-438-512,8,3,0,0,0,11,3.727,0,0,0,1,0,12,METRY M
2017,Fall,ECEN-438-513,8,1,2,0,0,11,3.545,0,0,0,0,0,11,METRY M
2017,Fall,ECEN-438-514,6,4,0,0,0,10,3.6,0,0,0,0,0,10,METRY M
2017,Fall,ECEN-441-501,1,2,5,0,0,8,2.5,0,0,0,0,0,8,EHSANI M
2017,Fall,ECEN-441-502,0,0,7,1,0,8,1.875,0,0,0,0,0,8,EHSANI M
2017,Fall,ECEN-441-503,0,1,6,1,0,8,2,0,0,0,0,0,8,EHSANI M
2017,Fall,ECEN-441-504,0,6,0,0,0,6,3,0,0,0,0,0,6,EHSANI M
2017,Fall,ECEN-441-505,0,3,3,0,0,6,2.5,0,0,0,0,0,6,EHSANI M
2017,Fall,ECEN-441-506,0,2,3,2,0,7,2,0,0,0,0,0,7,EHSANI M
2017,Fall,ECEN-442-501,5,3,0,0,0,8,3.625,0,0,0,0,0,8,TOLIYAT H
2017,Fall,ECEN-442-502,2,3,0,0,0,5,3.4,0,0,0,0,0,5,TOLIYAT H
2017,Fall,ECEN-442-503,4,3,1,0,0,8,3.375,0,0,0,0,0,8,TOLIYAT H
2017,Fall,ECEN-442-504,4,3,1,0,0,8,3.375,0,0,0,0,0,8,TOLIYAT H
2017,Fall,ECEN-442-505,3,4,0,0,0,7,3.428,0,0,0,1,0,8,TOLIYAT H
2017,Fall,ECEN-442-506,7,0,0,0,0,7,4,0,0,0,0,0,7,TOLIYAT H
2017,Fall,ECEN-447-500,13,14,3,0,1,31,3.225,0,0,0,1,0,32,RIGHETTI R
2017,Fall,ECEN-449-502,1,2,1,0,1,5,2.4,0,0,0,0,0,5,KHATRI S
2017,Fall,ECEN-449-503,1,2,3,0,0,6,2.666,0,0,0,0,0,6,KHATRI S
2017,Fall,ECEN-449-504,0,4,0,0,1,5,2.4,0,0,0,2,0,7,KHATRI S
2017,Fall,ECEN-449-506,3,4,1,0,1,9,2.888,0,0,0,2,0,11,HOU I
2017,Fall,ECEN-449-507,0,8,1,0,0,9,2.888,0,0,0,0,0,9,HOU I
2017,Fall,ECEN-449-508,1,3,2,0,1,7,2.428,0,0,0,1,0,8,HOU I
2017,Fall,ECEN-449-510,4,0,1,0,0,5,3.6,0,0,0,1,0,6,HOU I
2017,Fall,ECEN-451-500,13,14,10,1,0,38,3.026,0,0,0,7,0,45,WRIGHT S
2017,Fall,ECEN-454-501,3,4,2,0,0,9,3.111,0,0,0,1,0,10,CHOI S
2017,Fall,ECEN-454-502,5,5,1,0,0,11,3.363,0,0,0,0,0,11,CHOI S
2017,Fall,ECEN-454-503,1,4,4,0,0,9,2.666,0,0,0,2,0,11,CHOI S
2017,Fall,ECEN-454-504,7,4,2,0,0,13,3.384,0,0,0,0,0,13,CHOI S
2017,Fall,ECEN-454-505,6,5,0,0,0,11,3.545,0,0,0,1,0,12,CHOI S
2017,Fall,ECEN-454-506,1,8,2,0,0,11,2.909,0,0,0,1,0,12,CHOI S
2017,Fall,ECEN-454-507,1,4,2,0,0,7,2.857,0,0,0,4,0,11,CHOI S
2017,Fall,ECEN-454-508,6,1,1,0,0,8,3.625,0,0,0,0,0,8,RAJENDRAN J
2017,Fall,ECEN-454-509,10,1,0,0,0,11,3.909,0,0,0,1,0,12,RAJENDRAN J
2017,Fall,ECEN-454-510,7,2,2,0,0,11,3.454,0,0,0,0,0,11,RAJENDRAN J
2017,Fall,ECEN-455-501,4,7,0,0,1,12,3.083,0,0,0,2,0,14,SAVARI S
2017,Fall,ECEN-459-501,4,3,1,0,0,8,3.375,0,0,0,0,0,8,SINGH C
2017,Fall,ECEN-459-502,2,8,1,0,0,11,3.09,0,0,0,0,0,11,SINGH C
2017,Fall,ECEN-459-503,2,6,1,1,0,10,2.9,0,0,0,2,0,12,SINGH C
2017,Fall,ECEN-459-504,5,4,2,1,0,12,3.083,0,0,0,0,0,12,SINGH C
2017,Fall,ECEN-460-501,3,6,2,0,0,11,3.09,0,0,0,0,0,11,OVERBYE T
2017,Fall,ECEN-460-502,6,4,2,0,0,12,3.333,0,0,0,0,0,12,OVERBYE T
2017,Fall,ECEN-460-503,8,2,2,0,0,12,3.5,0,0,0,0,0,12,OVERBYE T
2017,Fall,ECEN-460-504,1,8,3,0,0,12,2.833,0,0,0,0,0,12,OVERBYE T
2017,Fall,ECEN-460-505,3,6,1,0,0,10,3.2,0,0,0,0,0,10,OVERBYE T
2017,Fall,ECEN-460-506,4,7,1,0,0,12,3.25,0,0,0,0,0,12,OVERBYE T
2017,Fall,ECEN-464-501,11,4,11,0,0,26,3,0,0,0,1,0,27,MADSEN C
2017,Fall,ECEN-474-503,1,3,1,0,1,6,2.5,0,0,0,0,0,6,KARSILAYAN A
2017,Fall,ECEN-489-500,4,3,0,0,0,7,3.571,0,0,0,0,0,7,JAFARI R
2017,Fall,ECEN-489-501,5,2,0,0,0,7,3.714,0,0,0,0,0,7,JAFARI R
2017,Fall,ECEN-489-504,17,2,1,0,0,20,3.8,0,0,0,0,0,20,KISH L
2017,Fall,ECEN-491-563,11,0,0,0,0,11,4,0,0,0,0,0,11,HUFF G
2017,Fall,ECEN-491-577,5,0,0,0,0,5,4,0,0,0,0,0,5,OVERBYE T
2017,Fall,ECEN-600-601,7,0,0,0,0,7,4,0,0,0,0,0,7,HEMMER P
2017,Fall,ECEN-601-600,20,21,0,0,0,41,3.487,0,0,0,2,0,43,CHAMBERLAND-
2017,Fall,ECEN-602-600,36,14,0,0,0,50,3.72,0,0,0,0,0,50,CANTRELL P
2017,Fall,ECEN-605-600,21,4,2,0,0,27,3.703,1,0,0,3,0,31,BHATTACHARYYA S
2017,Fall,ECEN-611-600,11,5,1,0,0,17,3.588,0,0,0,0,0,17,TOLIYAT H
2017,Fall,ECEN-620-600,11,10,0,0,0,21,3.523,0,0,0,2,0,23,SILVA-MARTINEZ J
2017,Fall,ECEN-621-600,51,9,0,0,1,61,3.786,0,0,0,0,0,61,ZHANG X
2017,Fall,ECEN-622-600,6,3,2,0,0,11,3.363,0,0,0,1,0,12,SANCHEZ-SINENCIO E
2017,Fall,ECEN-626-600,18,1,0,0,0,19,3.947,0,0,0,0,0,19,HUFF G
2017,Fall,ECEN-635-600,2,8,0,0,1,11,2.909,0,0,0,1,0,12,MICHALSKI K
2017,Fall,ECEN-643-600,27,3,0,0,1,31,3.774,0,0,0,0,0,31,SINGH C
2017,Fall,ECEN-646-600,16,14,5,0,2,37,3.135,0,0,0,3,0,40,MILLER S
2017,Fall,ECEN-651-601,11,4,1,0,0,16,3.625,0,0,0,0,0,16,LU M
2017,Fall,ECEN-651-602,9,7,1,0,0,17,3.47,1,0,0,0,0,18,LU M
2017,Fall,ECEN-665-600,12,8,2,0,0,22,3.454,0,0,0,0,0,22,ENTESARI K
2017,Fall,ECEN-667-600,25,11,0,0,0,36,3.694,0,0,0,2,0,38,OVERBYE T
2017,Fall,ECEN-669-600,8,6,0,0,0,14,3.571,0,0,0,0,0,14,DATTA A
2017,Fall,ECEN-680-601,53,7,0,0,0,60,3.883,0,0,0,1,0,61,WALKER D
2017,Fall,ECEN-687-600,26,14,0,0,0,40,3.65,0,0,0,2,0,42,HU J
2017,Fall,ECEN-689-600,28,5,0,0,0,33,3.848,0,0,0,0,0,33,DUFFIELD N
2017,Fall,ECEN-689-601,27,12,0,0,0,39,3.692,0,0,0,0,0,39,HOU I
2017,Fall,ECEN-689-602,17,8,0,1,0,26,3.576,0,0,0,0,0,26,XIE L
2017,Fall,ECEN-689-605,7,7,1,0,0,15,3.4,0,0,0,0,0,15,BRAGA NETO U
2017,Fall,ECEN-689-606,16,1,0,0,0,17,3.941,0,0,0,0,0,17,PARK H
2017,Fall,ECEN-704-601,4,6,1,0,0,11,3.272,0,0,0,1,0,12,KARSILAYAN A
2017,Fall,ECEN-704-602,6,5,0,0,0,11,3.545,0,0,0,1,0,12,KARSILAYAN A
2017,Fall,ECEN-704-603,1,7,0,0,0,8,3.125,0,0,0,1,0,9,KARSILAYAN A
2017,Fall,ECEN-714-601,6,2,0,0,0,8,3.75,0,0,0,0,0,8,CHOI S
2017,Fall,ECEN-714-602,4,4,0,0,0,8,3.5,0,0,0,0,0,8,CHOI S
2017,Fall,ECEN-714-603,4,3,0,0,0,7,3.571,0,0,0,0,1,8,CHOI S
2017,Fall,ECEN-714-604,3,3,0,0,0,6,3.5,0,0,0,0,0,6,CHOI S
2017,Fall,ECEN-714-605,4,1,0,0,0,5,3.8,0,0,0,0,0,5,CHOI S
2017,Fall,ECEN-714-606,4,1,0,0,0,5,3.8,0,0,0,0,0,5,CHOI S
2017,Fall,ECEN-714-607,4,4,0,0,0,8,3.5,0,0,0,0,0,8,CHOI S
2017,Fall,ECEN-714-609,6,1,0,0,0,7,3.857,0,0,0,0,0,7,RAJENDRAN J
2017,Fall,ECEN-749-601,3,2,0,0,0,5,3.6,0,0,0,0,0,5,KHATRI S
2017,Fall,ECEN-749-602,4,0,1,0,0,5,3.6,0,0,0,0,0,5,KHATRI S
2017,Fall,ECEN-749-603,3,2,0,0,0,5,3.6,0,0,0,0,0,5,KHATRI S
2017,Fall,ECEN-749-604,4,1,0,0,0,5,3.8,0,0,0,0,0,5,KHATRI S
2017,Fall,ECEN-749-605,3,1,1,0,0,5,3.4,0,0,0,0,0,5,KHATRI S
2017,Fall,ECEN-749-607,3,2,0,0,0,5,3.6,0,0,0,0,0,5,HOU I
2017,Fall,ECEN-749-609,3,2,0,0,0,5,3.6,0,0,0,0,0,5,HOU I
2017,Fall,ECEN-750-600,12,2,0,0,0,14,3.857,0,0,0,1,0,15,SHAKKOTTAI S
2017,Fall,ECEN-760-600,28,5,0,0,0,33,3.848,1,0,0,1,0,35,NARAYANAN K
2017,Fall,ECEN-764-602,5,0,0,0,0,5,4,0,0,0,0,0,5,RIGHETTI R
2017,Fall,ECEN-765-600,21,18,3,0,0,42,3.428,0,0,0,0,0,42,QIAN X
2017,Fall,ECEN-771-600,28,0,0,0,0,28,4,0,0,0,0,0,28,KISH L
2017,Fall,ECEN-772-600,15,7,0,0,0,22,3.681,0,0,0,0,0,22,ZOU J
2017,Fall,ENTC-489-501,19,20,2,0,0,41,3.414,0,0,0,0,0,41,BUCHANAN W
2017,Fall,ENTC-491-500,5,0,1,0,0,6,3.666,0,0,0,0,0,6,KUTTOLAMADOM M
2017,Fall,ESET-210-500,4,9,6,1,2,22,2.545,0,0,0,0,0,22,PORTER J
2017,Fall,ESET-210-501,3,9,4,1,3,20,2.4,0,0,0,1,0,21,PORTER J
2017,Fall,ESET-210-502,4,8,6,3,0,21,2.619,0,0,0,0,0,21,PORTER J
2017,Fall,ESET-210-503,4,10,3,5,0,22,2.59,0,0,0,0,0,22,PORTER J
2017,Fall,ESET-211-501,1,8,6,0,2,17,2.352,0,0,0,0,0,17,BUCHANAN W
2017,Fall,ESET-211-502,1,6,6,1,1,15,2.333,0,0,0,0,0,15,BUCHANAN W
2017,Fall,ESET-219-501,5,11,4,1,1,22,2.818,0,0,0,0,0,22,MORGAN J
2017,Fall,ESET-219-502,3,12,6,1,3,25,2.44,0,0,0,1,0,26,MORGAN J
2017,Fall,ESET-219-503,3,10,6,1,2,22,2.5,0,0,0,1,0,23,MORGAN J
2017,Fall,ESET-269-501,8,7,1,0,1,17,3.235,0,0,0,1,0,18,BURKE A
2017,Fall,ESET-269-502,5,7,4,0,0,16,3.062,0,0,0,1,0,17,BURKE A
2017,Fall,ESET-269-503,0,6,5,0,1,12,2.333,0,0,0,1,0,13,BURKE A
2017,Fall,ESET-315-501,1,11,2,2,0,16,2.687,0,0,0,0,0,16,GOULART A
2017,Fall,ESET-315-502,3,9,3,0,1,16,2.812,0,0,0,0,0,16,GOULART A
2017,Fall,ESET-319-501,12,3,0,0,0,15,3.8,0,0,0,0,0,15,ZOGHI B
2017,Fall,ESET-319-502,12,3,0,0,0,15,3.8,0,0,0,0,0,15,ZOGHI B
2017,Fall,ESET-329-501,9,9,1,0,1,20,3.25,0,0,0,0,0,20,ZHAN W
2017,Fall,ESET-329-502,6,10,1,0,2,19,2.947,0,0,0,0,0,19,ZHAN W
2017,Fall,ESET-333-501,15,5,0,0,0,20,3.75,0,0,0,0,0,20,LEONARD M
2017,Fall,ESET-333-502,16,4,0,0,0,20,3.8,0,0,0,0,0,20,LEONARD M
2017,Fall,ESET-349-501,6,8,2,0,0,16,3.25,0,0,0,0,0,16,HUR B
2017,Fall,ESET-349-502,4,8,5,0,0,17,2.941,0,0,0,0,0,17,HUR B
2017,Fall,ESET-349-503,2,10,3,0,1,16,2.75,0,0,0,0,0,16,HUR B
2017,Fall,ESET-350-501,6,9,4,0,1,20,2.95,0,0,0,1,0,21,FINK R
2017,Fall,ESET-350-502,1,8,10,1,0,20,2.45,0,0,0,0,0,20,FINK R
2017,Fall,ESET-352-501,4,11,1,0,0,16,3.187,0,0,0,0,0,16,FINK R
2017,Fall,ESET-352-502,4,4,1,0,1,10,3,0,0,0,0,0,10,FINK R
2017,Fall,ESET-355-501,3,7,9,4,1,24,2.291,0,0,0,0,0,24,PORTER J
2017,Fall,ESET-355-502,2,7,8,1,0,18,2.555,0,0,0,1,0,19,PORTER J
2017,Fall,ESET-359-501,3,8,1,0,1,13,2.923,0,0,0,0,0,13,ZHAN W
2017,Fall,ESET-359-502,6,10,1,0,0,17,3.294,0,0,0,0,0,17,ZHAN W
2017,Fall,ESET-369-501,2,9,3,1,0,15,2.8,0,0,0,0,0,15,HUR B
2017,Fall,ESET-369-502,4,14,2,0,0,20,3.1,0,0,0,0,0,20,HUR B
2017,Fall,ESET-415-501,2,4,6,3,0,15,2.333,0,0,0,0,0,15,GOULART A
2017,Fall,ESET-415-502,3,8,4,2,0,17,2.705,0,0,0,0,0,17,GOULART A
2017,Fall,ESET-419-900,2,9,6,0,0,17,2.764,0,0,0,0,0,17,MORGAN J
2017,Fall,ESET-419-901,3,7,5,0,1,16,2.687,0,0,0,1,0,17,MORGAN J
2017,Fall,ESET-420-500,9,4,4,0,0,17,3.294,0,0,0,0,0,17,WILLEY H
2017,Fall,ESET-420-501,9,1,2,0,0,12,3.583,0,0,0,0,0,12,WILLEY H
2017,Fall,ESET-444-500,7,9,0,0,0,16,3.437,0,0,0,0,0,16,ZOGHI B
2017,Fall,ESET-444-501,6,7,1,0,0,14,3.357,0,0,0,0,0,14,ZOGHI B
2017,Fall,ESET-452-500,7,8,1,0,0,16,3.375,0,0,0,0,0,16,FINK R
2017,Fall,ESET-452-501,5,9,0,0,0,14,3.357,0,0,0,0,0,14,FINK R
2017,Fall,ESET-455-501,2,4,4,0,0,10,2.8,0,0,0,0,0,10,BOSSHARD J
2017,Fall,ESET-455-502,4,4,4,0,0,12,3,0,0,0,0,0,12,BOSSHARD J
2017,Fall,ESET-455-550,7,5,1,0,0,13,3.461,0,0,0,0,0,13,GOULART A
2017,Fall,ESET-462-501,3,3,9,0,0,15,2.6,0,0,0,0,0,15,SONG X
2017,Fall,ESET-462-502,4,3,6,0,0,13,2.846,0,0,0,0,0,13,SONG X
2017,Fall,IDIS-240-501,28,36,3,0,0,67,3.373,0,0,0,0,0,67,VESTAL E
2017,Fall,IDIS-240-502,15,35,1,0,1,52,3.211,0,0,0,0,0,52,VESTAL E
2017,Fall,IDIS-240-503,10,54,1,0,0,65,3.138,0,0,0,0,0,65,VESTAL E
2017,Fall,IDIS-240-504,5,47,1,1,0,54,3.037,0,0,0,0,0,54,VESTAL E
2017,Fall,IDIS-300-501,4,11,2,0,1,18,2.944,0,0,0,0,0,18,WALLACE J
2017,Fall,IDIS-300-502,5,13,2,0,0,20,3.15,0,0,0,0,0,20,WALLACE J
2017,Fall,IDIS-300-503,11,7,1,0,0,19,3.526,0,0,0,0,0,19,WALLACE J
2017,Fall,IDIS-300-504,5,13,1,0,0,19,3.21,0,0,0,0,0,19,WALLACE J
2017,Fall,IDIS-300-505,5,11,1,0,1,18,3.055,0,0,0,0,0,18,WALLACE J
2017,Fall,IDIS-300-506,6,13,0,0,0,19,3.315,0,0,0,0,0,19,WALLACE J
2017,Fall,IDIS-300-507,7,11,1,0,0,19,3.315,0,0,0,0,0,19,WALLACE J
2017,Fall,IDIS-300-508,6,9,2,0,0,17,3.235,0,0,0,0,0,17,WALLACE J
2017,Fall,IDIS-300-509,7,12,1,0,0,20,3.3,0,0,0,0,0,20,WALLACE J
2017,Fall,IDIS-300-510,9,9,1,0,0,19,3.421,0,0,0,0,0,19,WALLACE J
2017,Fall,IDIS-300-511,5,14,0,0,0,19,3.263,0,0,0,0,0,19,WALLACE J
2017,Fall,IDIS-300-512,8,11,1,0,0,20,3.35,0,0,0,0,0,20,WALLACE J
2017,Fall,IDIS-303-901,1,5,7,2,0,15,2.333,0,0,0,1,0,16,GOLLA M
2017,Fall,IDIS-303-902,1,7,6,0,1,15,2.466,0,0,0,1,0,16,GOLLA M
2017,Fall,IDIS-303-903,0,5,11,0,0,16,2.312,0,0,0,0,0,16,GOLLA M
2017,Fall,IDIS-303-904,0,3,12,0,0,15,2.2,0,0,0,1,0,16,GOLLA M
2017,Fall,IDIS-303-905,0,6,6,2,1,15,2.133,0,0,0,0,0,15,GOLLA M
2017,Fall,IDIS-303-906,0,3,6,2,0,11,2.09,0,0,0,4,0,15,GOLLA M
2017,Fall,IDIS-303-907,0,4,9,0,0,13,2.307,0,0,0,1,0,14,GOLLA M
2017,Fall,IDIS-303-908,0,6,9,0,0,15,2.4,0,0,0,0,0,15,GOLLA M
2017,Fall,IDIS-303-909,0,5,10,0,0,15,2.333,0,0,0,1,0,16,GOLLA M
2017,Fall,IDIS-303-910,0,6,8,0,0,14,2.428,0,0,0,2,0,16,GOLLA M
2017,Fall,IDIS-303-911,0,8,5,1,0,14,2.5,0,0,0,2,0,16,GOLLA M
2017,Fall,IDIS-303-912,0,6,7,1,0,14,2.357,0,0,0,2,0,16,GOLLA M
2017,Fall,IDIS-330-930,38,34,1,1,0,74,3.472,0,0,0,0,0,74,CLARK N
2017,Fall,IDIS-330-931,49,21,2,0,2,74,3.554,0,0,0,0,0,74,CLARK N
2017,Fall,IDIS-330-932,57,18,2,0,0,77,3.714,0,0,0,0,0,77,CLARK N
2017,Fall,IDIS-340-501,49,19,3,0,1,72,3.597,0,0,0,0,0,72,LAWRENCE F
2017,Fall,IDIS-340-502,49,17,4,0,1,71,3.591,0,0,0,0,0,71,LAWRENCE F
2017,Fall,IDIS-340-503,41,14,2,0,0,57,3.684,0,0,0,0,0,57,LAWRENCE F
2017,Fall,IDIS-343-501,15,36,16,4,4,75,2.72,0,0,0,5,0,80,CAPAR I
2017,Fall,IDIS-343-502,25,42,7,2,1,77,3.142,0,0,0,2,0,79,CAPAR I
2017,Fall,IDIS-343-503,17,25,13,3,1,59,2.915,0,0,0,2,0,61,CAPAR I
2017,Fall,IDIS-344-501,12,14,4,0,0,30,3.266,0,0,0,0,0,30,JOHNSON M
2017,Fall,IDIS-344-502,11,13,1,0,0,25,3.4,0,0,0,0,0,25,JOHNSON M
2017,Fall,IDIS-344-503,8,19,2,0,0,29,3.206,0,0,0,0,0,29,JOHNSON M
2017,Fall,IDIS-344-504,13,16,1,0,0,30,3.4,0,0,0,0,0,30,JOHNSON M
2017,Fall,IDIS-344-505,25,12,3,0,0,40,3.55,0,0,0,0,0,40,JOHNSON M
2017,Fall,IDIS-344-506,10,19,3,0,0,32,3.218,0,0,0,0,0,32,JOHNSON M
2017,Fall,IDIS-400-501,4,9,1,0,0,14,3.214,0,0,0,0,0,14,LORENZO R
2017,Fall,IDIS-400-502,8,12,1,0,0,21,3.333,0,0,0,0,0,21,LORENZO R
2017,Fall,IDIS-400-503,9,10,1,0,0,20,3.4,0,0,0,1,0,21,LORENZO R
2017,Fall,IDIS-400-505,3,7,4,0,0,14,2.928,0,0,0,1,0,15,LORENZO R
2017,Fall,IDIS-400-506,5,15,0,0,0,20,3.25,0,0,0,0,0,20,LORENZO R
2017,Fall,IDIS-400-507,10,11,0,0,0,21,3.476,0,0,0,0,0,21,LORENZO R
2017,Fall,IDIS-400-509,3,8,1,0,0,12,3.166,0,0,0,0,0,12,TAFAZZOLI
2017,Fall,IDIS-400-510,7,10,1,0,0,18,3.333,0,0,0,0,0,18,TAFAZZOLI
2017,Fall,IDIS-403-901,0,5,8,2,0,15,2.2,0,0,0,1,0,16,GOLLA M
2017,Fall,IDIS-403-902,2,8,3,0,0,13,2.923,0,0,0,2,0,15,GOLLA M
2017,Fall,IDIS-403-903,1,8,6,1,0,16,2.562,0,0,0,0,0,16,GOLLA M
2017,Fall,IDIS-403-904,1,8,6,0,1,16,2.5,0,0,0,0,0,16,GOLLA M
2017,Fall,IDIS-403-905,0,5,9,1,1,16,2.125,0,0,0,0,0,16,GOLLA M
2017,Fall,IDIS-403-906,0,10,5,0,0,15,2.666,0,0,0,0,0,15,GOLLA M
2017,Fall,IDIS-403-907,0,10,3,1,0,14,2.642,0,0,0,2,0,16,GOLLA M
2017,Fall,IDIS-403-908,0,3,10,0,1,14,2.071,0,0,0,2,0,16,GOLLA M
2017,Fall,IDIS-403-909,1,3,5,1,0,10,2.4,0,0,0,1,0,11,GOLLA M
2017,Fall,IDIS-403-910,1,7,6,1,0,15,2.533,0,0,0,0,0,15,GOLLA M
2017,Fall,IDIS-403-911,0,4,9,0,0,13,2.307,0,0,0,0,0,13,GOLLA M
2017,Fall,IDIS-403-912,2,8,5,0,0,15,2.8,0,0,0,0,0,15,GOLLA M
2017,Fall,IDIS-424-501,20,25,15,0,0,60,3.083,0,0,0,0,0,60,IAKOVOU E
2017,Fall,IDIS-424-502,15,33,14,0,1,63,2.968,0,0,0,1,0,64,CHANG Y
2017,Fall,IDIS-424-503,22,26,14,1,0,63,3.095,0,0,0,0,0,63,CHANG Y
2017,Fall,IDIS-433-501,4,39,9,2,0,54,2.833,0,0,0,0,0,54,BORSH R
2017,Fall,IDIS-433-502,11,43,2,0,1,57,3.105,0,0,0,1,0,58,BORSH R
2017,Fall,IDIS-433-503,9,29,11,2,0,51,2.882,0,0,0,1,0,52,BORSH R
2017,Fall,IDIS-434-501,30,33,1,1,0,65,3.415,0,0,0,0,0,65,THOMPSON J
2017,Fall,IDIS-434-502,17,25,8,0,0,50,3.18,0,0,0,0,0,50,THOMPSON J
2017,Fall,IDIS-434-503,22,21,9,1,0,53,3.207,0,0,0,0,0,53,NEPAL B
2017,Fall,IDIS-444-501,15,9,9,1,1,35,3.028,0,0,0,0,0,35,LAWRENCE F
2017,Fall,IDIS-444-502,41,9,1,0,1,52,3.711,0,0,0,0,0,52,LAWRENCE F
2017,Fall,IDIS-444-503,39,13,3,0,0,55,3.654,0,0,0,0,0,55,LAWRENCE F
2017,Fall,IDIS-450-501,9,27,7,0,1,44,2.977,0,0,0,3,0,47,KEBLIS M
2017,Fall,IDIS-450-502,12,21,9,0,0,42,3.071,0,0,0,3,0,45,VANAJAKUMARI M
2017,Fall,IDIS-450-503,10,10,7,0,2,29,2.896,0,0,0,0,0,29,KEBLIS M
2017,Fall,IDIS-464-501,7,25,12,0,0,44,2.886,1,0,0,2,0,47,JOHNSON J
2017,Fall,IDIS-464-502,25,26,17,0,1,69,3.072,0,0,0,0,0,69,JOHNSON J
2017,Fall,IDIS-464-503,16,23,23,0,0,62,2.887,0,0,0,0,0,62,JOHNSON J
2017,Fall,IDIS-611-700,19,0,0,0,0,19,4,0,0,0,0,0,19,JENNINGS D
2017,Fall,IDIS-611-701,19,1,0,0,0,20,3.95,0,0,0,0,0,20,JENNINGS D
2017,Fall,IDIS-611-702,19,1,0,0,0,20,3.95,0,0,0,0,0,20,JENNINGS D
2017,Fall,IDIS-621-700,18,1,0,0,0,19,3.947,0,0,0,0,0,19,LAWRENCE F
2017,Fall,IDIS-621-701,20,0,0,0,0,20,4,0,0,0,0,0,20,LAWRENCE F
2017,Fall,IDIS-621-702,20,0,0,0,0,20,4,0,0,0,0,0,20,LAWRENCE F
2017,Fall,IDIS-624-700,10,9,0,0,0,19,3.526,0,0,0,0,0,19,NATARAJARATHINAM M
2017,Fall,IDIS-624-701,16,4,0,0,0,20,3.8,0,0,0,0,0,20,NATARAJARATHINAM M
2017,Fall,IDIS-624-702,11,6,1,0,0,18,3.555,0,0,0,1,0,19,NATARAJARATHINAM M
2017,Fall,IDIS-644-700,10,8,1,0,0,19,3.473,0,0,0,0,0,19,VANAJAKUMARI M
2017,Fall,IDIS-644-701,17,3,0,0,0,20,3.85,0,0,0,0,0,20,VANAJAKUMARI M
2017,Fall,IDIS-644-702,10,7,1,0,0,18,3.5,0,0,0,1,0,19,VANAJAKUMARI M
2017,Fall,IDIS-655-700,16,3,0,0,0,19,3.842,0,0,0,0,0,19,LAWRENCE F
2017,Fall,IDIS-655-701,18,0,2,0,0,20,3.8,0,0,0,0,0,20,LAWRENCE F
2017,Fall,IDIS-655-702,19,1,0,0,0,20,3.95,0,0,0,0,0,20,LAWRENCE F
2017,Fall,IDIS-664-700,14,4,1,0,0,19,3.684,0,0,0,0,0,19,JENNINGS D
2017,Fall,IDIS-664-701,17,1,2,0,0,20,3.75,0,0,0,0,0,20,JENNINGS D
2017,Fall,IDIS-664-702,15,4,1,0,0,20,3.7,0,0,0,0,0,20,JENNINGS D
2017,Fall,MMET-105-501,3,9,4,0,0,16,2.937,0,0,0,0,0,16,WHITEACRE M
2017,Fall,MMET-105-502,2,7,3,1,0,13,2.769,1,0,0,0,0,14,WHITEACRE M
2017,Fall,MMET-105-503,5,7,2,0,0,14,3.214,0,0,0,0,0,14,WHITEACRE M
2017,Fall,MMET-105-505,3,5,5,0,2,15,2.466,0,0,0,0,0,15,WHITEACRE M
2017,Fall,MMET-181-501,0,3,3,3,0,9,2,0,0,0,0,0,9,KUTTOLAMADOM M
2017,Fall,MMET-181-502,6,7,3,0,0,16,3.187,0,0,0,0,0,16,KUTTOLAMADOM M
2017,Fall,MMET-181-503,3,6,3,1,1,14,2.642,1,0,0,0,0,15,KUTTOLAMADOM M
2017,Fall,MMET-181-504,5,5,5,0,0,15,3,0,0,0,0,0,15,KUTTOLAMADOM M
2017,Fall,MMET-181-505,3,6,6,0,0,15,2.8,0,0,0,0,0,15,KUTTOLAMADOM M
2017,Fall,MMET-181-506,0,11,4,1,0,16,2.625,0,0,0,0,0,16,KUTTOLAMADOM M
2017,Fall,MMET-181-508,1,4,11,0,0,16,2.375,0,0,0,0,0,16,KUTTOLAMADOM M
2017,Fall,MMET-181-509,7,4,1,3,0,15,3,0,0,0,0,0,15,KUTTOLAMADOM M
